Handle,Title,Tags,Published,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Taxable,Variant Barcode,Cost per item,Status,Photo,Info,Detail,Expiration_date (product.metafields.custom.expiration_date),Stock Status CR (product.metafields.custom.stock_cr),Stock Status NB (product.metafields.custom.stock_nb),Stock Status IN (product.metafields.custom.stock_in),Stock Status BR (product.metafields.custom.stock_br),Wholesaler,
CJ 해찬들 태양초 골드고추장 1kg-1(CJ Chilli Paste 1kg-1),CJ 해찬들 태양초 골드고추장 1kg-1(CJ Chilli Paste 1kg-1),Paste,TRUE,8801007166599,1000,shopify,7,deny,manual,13.80,13.80,TRUE,8801007166599,7.92,active,O,O,,-,3 Left,Out of stock,4 Left,Out of stock,KF,
CJ 해찬들 태양초 골드고추장 200G(CJ Chilli Paste 200G),CJ 해찬들 태양초 골드고추장 200G(CJ Chilli Paste 200G),Paste,TRUE,8801007166421,200,shopify,28,deny,manual,3.70,3.70,TRUE,8801007166421,1.88,active,O,O,,-,9 Left,In stock,7 Left,2 Left,KF,
CJ 해찬들 태양초 골드고추장 500g(CJ Chilli Paste 500g),CJ 해찬들 태양초 골드고추장 500g(CJ Chilli Paste 500g),Paste,TRUE,8801007166452,500,shopify,3,deny,manual,7.40,7.40,TRUE,8801007166452,4.54,active,O,O,,-,Out of stock,3 Left,Out of stock,Out of stock,KF,
CJ 해찬들 태양초 골드매운고추장 500g(CJ Chilli Paste(Spicy) 500g),CJ 해찬들 태양초 골드매운고추장 500g(CJ Chilli Paste(Spicy) 500g),"Paste, Spicy",TRUE,8801007166490,500,shopify,0,deny,manual,7.90,7.90,TRUE,8801007166490,4.95,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
CJO 쇠고기 진국다시 1kg(CJO Beef Stock Powder 1kg),CJO 쇠고기 진국다시 1kg(CJO Beef Stock Powder 1kg),Stock,TRUE,8801052742274,1000,shopify,15,deny,manual,19.70,19.70,TRUE,8801052742274,8.90,active,O,O,,-,5 Left,5 Left,3 Left,2 Left,CFC,
GF 오징어채 진미 170G(GF Shredded Squid 170G),GF 오징어채 진미 170G(GF Shredded Squid 170G),"Frozen Foods, Dried, Seafood",TRUE,112005330,170,shopify,0,deny,manual,13.90,13.90,TRUE,112005330,9.67,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
GF 황태채 170G(GF Dried Pollack Strip 170G),GF 황태채 170G(GF Dried Pollack Strip 170G),"Fresh Foods, Dried, Seafood",TRUE,112005329,170,shopify,0,deny,manual,22.90,22.90,TRUE,112005329,16.00,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
JFC Sesame Oil with Chilli Layu 33ml(JFC Sesame Oil with Chilli Layu 33ml),JFC Sesame Oil with Chilli Layu 33ml(JFC Sesame Oil with Chilli Layu 33ml),Oil,TRUE,49715286,33,shopify,0,deny,manual,4.50,4.50,TRUE,49715286,2.42,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,JFC,
JWay 햇살긴 유자효차 1kg(JWay Critron-YUZU Tea 1kg),JWay 햇살긴 유자효차 1kg(JWay Critron-YUZU Tea 1kg),Juices,TRUE,8809285299138,1000,shopify,0,deny,manual,19.99,19.99,TRUE,8809285299138,0,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,,
LA 갈비 800g(Beef Short Ribs LA Cut 800g),LA 갈비 800g(Beef Short Ribs LA Cut 800g),Meat,TRUE,100211067,800,shopify,39,deny,manual,32.50,32.50,TRUE,100211067,29.00,active,O,O,O,-,In stock,8 Left,8 Left,In stock,HGW,
Margaret River Natural Spring Water 600ml(Margaret River Natural Spring Water 600ml),Margaret River Natural Spring Water 600ml(Margaret River Natural Spring Water 600ml),Water,TRUE,9324315009031,600,shopify,0,deny,manual,2.00,2.00,TRUE,9324315009031,1.20,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
MC 모찌 아이스크림 검은깨 3P(MC MOCHI ICE CREAM BLACK SESAME 3P),MC 모찌 아이스크림 검은깨 3P(MC MOCHI ICE CREAM BLACK SESAME 3P),Ice Cream,TRUE,788362996529,50,shopify,18,deny,manual,9.90,9.90,TRUE,788362996529,5.45,active,O,O,O,-,4 Left,4 Left,8 Left,2 Left,Mochi Co,
MC 모찌 아이스크림 마차 3P(MC MOCHI ICE CREAM MATCHA 3P),MC 모찌 아이스크림 마차 3P(MC MOCHI ICE CREAM MATCHA 3P),Ice Cream,TRUE,788362996536,50,shopify,10,deny,manual,9.90,9.90,TRUE,788362996536,5.45,active,O,O,O,-,2 Left,4 Left,4 Left,Out of stock,Mochi Co,
MC 모찌 아이스크림 망고 3P(MC MOCHI ICE CREAM MANGO 3P),MC 모찌 아이스크림 망고 3P(MC MOCHI ICE CREAM MANGO 3P),Ice Cream,TRUE,788362996543,50,shopify,3,deny,manual,9.90,9.90,TRUE,788362996543,6,active,O,O,O,-,Out of stock,3 Left,Out of stock,Out of stock,MC,
MC 모찌 아이스크림 믹스 3P(MC MOCHI ICE CREAM MIXED 3P),MC 모찌 아이스크림 믹스 3P(MC MOCHI ICE CREAM MIXED 3P),Ice Cream,TRUE,788362996550,50,shopify,8,deny,manual,9.90,9.90,TRUE,788362996550,6,active,O,O,O,-,Out of stock,8 Left,Out of stock,Out of stock,MC,
MC 모찌 아이스크림 쿠키앤크림 1P(MC MOCHI ICE CREAM COOKIES&CREAM 1P),MC 모찌 아이스크림 쿠키앤크림 1P(MC MOCHI ICE CREAM COOKIES&CREAM 1P),Ice Cream,TRUE,792671547310,20,shopify,42,deny,manual,3.99,3.99,TRUE,792671547310,2.5,active,O,O,,-,7 Left,In stock,In stock,9 Left,MC,
Natural Bag 300*180*550mm(Natural Bag 300*180*550mm),Natural Bag 300*180*550mm(Natural Bag 300*180*550mm),Home Supplies,TRUE,692359976564,10,shopify,1008,deny,manual,0.50,0.50,TRUE,692359976564,0.25,active,O,O,,-,In stock,In stock,In stock,In stock,CFC,
S&K GLOBAL 도라에몽 솜사탕 12G(S&K DORAEMON COTTON CANDY 12g),S&K GLOBAL 도라에몽 솜사탕 12G(S&K DORAEMON COTTON CANDY 12g),"Confectionaries, Kids",TRUE,8809240930250,12,shopify,24,deny,manual,3.99,3.99,TRUE,8809240930250,2.37,active,O,O,,-,6 Left,Out of stock,In stock,8 Left,CFC,
SH 부탄가스 PACK(SunHorse Butane Gas),SH 부탄가스 PACK(SunHorse Butane Gas),"Home Supplies, BBQ",TRUE,9327072040248,220,shopify,6,deny,manual,13.90,13.90,TRUE,9327072040248,7.07,active,O,O,O,-,Out of stock,3 Left,3 Left,Out of stock,KS,
Tbest 알로에 오리지널 1.5L(Tbest Aloe Vera Original 1.5L),Tbest 알로에 오리지널 1.5L(Tbest Aloe Vera Original 1.5L),"Juices, Special",TRUE,8809111635116,1500,shopify,111,deny,manual,5.99,6.99,TRUE,8809111635116,4.33,active,O,O,,Expiration date: 03/10/2026,In stock,In stock,In stock,In stock,CFC,
Tbest 알로에 오리지널 500ML(Tbest Aloe Vera Original 500ML),Tbest 알로에 오리지널 500ML(Tbest Aloe Vera Original 500ML),"Juices, Special",TRUE,8809111635109,500,shopify,107,deny,manual,2.99,3.90,TRUE,8809111635109,2.00,active,O,O,,Expiration date: 06/10/2026,In stock,In stock,In stock,In stock,CFC,
간장 돼지불고기 500g(Pork Bulgogi non-spicy 500g),간장 돼지불고기 500g(Pork Bulgogi non-spicy 500g),"Meat, Mild, Special",TRUE,111003034,500,shopify,15,deny,manual,10.24,12.80,TRUE,111003034,10.50,active,O,O,O,Expiration date: 21/04/2026,Out of stock,Out of stock,Out of stock,In stock,HGW,
강남막걸리 복숭아막걸리 750ml(GN Rice Wine Peach 750ml),강남막걸리 복숭아막걸리 750ml(GN Rice Wine Peach 750ml),"Liquor, Special",TRUE,8809245625250,750,shopify,1,deny,manual,8.99,10.90,TRUE,8809245625250,5.5,active,O,O,,Expiration date: 01/09/2025,1 Left,Out of stock,Out of stock,Out of stock,유성,
강남막걸리 요거트막걸리 750ml(GN Rice Wine Yogurt 750ml),강남막걸리 요거트막걸리 750ml(GN Rice Wine Yogurt 750ml),"Liquor, Special",TRUE,8809245625243,750,shopify,1,deny,manual,8.99,10.90,TRUE,8809245625243,5.5,active,O,O,,Expiration date: 01/09/2025,1 Left,Out of stock,Out of stock,Out of stock,유성,
강화희망쌀 찹쌀 1KG(GangHwa Korean Glutinous Rice 1KG),강화희망쌀 찹쌀 1KG(GangHwa Korean Glutinous Rice 1KG),Rice,TRUE,112005353,1000,shopify,1,deny,manual,19.70,19.70,TRUE,112005353,11.58,active,O,O,O,-,Out of stock,1 Left,Out of stock,Out of stock,KF,
강화희망쌀 흑미 1KG(GangHwa Korean Black Rice 1KG),강화희망쌀 흑미 1KG(GangHwa Korean Black Rice 1KG),Rice,TRUE,112005402,1000,shopify,1,deny,manual,25.50,25.50,TRUE,112005402,14.29,active,O,O,O,-,Out of stock,Out of stock,1 Left,Out of stock,KF,
개성 순도미살 어묵 750g(KS Fish Ball(Snapper) 750g),개성 순도미살 어묵 750g(KS Fish Ball(Snapper) 750g),Frozen Foods,TRUE,9555123703839,750,shopify,2,deny,manual,15.60,15.60,TRUE,9555123703839,80.00,active,O,O,,-,Out of stock,Out of stock,2 Left,Out of stock,CFC,
경주법주 700ml(GB Beopju 700ml),경주법주 700ml(GB Beopju 700ml),Liquor,TRUE,8801079524105,700,shopify,3,deny,manual,28.80,28.80,TRUE,8801079524105,19.25,active,O,O,,-,2 Left,Out of stock,1 Left,Out of stock,유성,
경주법주 쌀막걸리 750ml(GB Rice Wine Original 750ml),경주법주 쌀막걸리 750ml(GB Rice Wine Original 750ml),"Liquor, Special",TRUE,8801079706600,750,shopify,7,deny,manual,8.50,9.90,TRUE,8801079706600,4.68,active,O,O,,Expiration date: 18/11/2025,7 Left,Out of stock,Out of stock,Out of stock,유성,
고급 빨강가위(Premium Scissor(Red)),고급 빨강가위(Premium Scissor(Red)),"Kitchen and Dining, Home Supplies, BBQ",TRUE,8809030360502,100,shopify,53,deny,manual,4.50,4.50,TRUE,8809030360502,2.80,active,O,O,,-,In stock,In stock,In stock,6 Left,,
고려원 고려 인삼차 30포(GRW Korean Ginseng Tea 3g*30),고려원 고려 인삼차 30포(GRW Korean Ginseng Tea 3g*30),Tea,TRUE,8803937061135,900,shopify,10,deny,manual,7.20,7.20,TRUE,8803937061135,4.78,active,O,O,,-,4 Left,1 Left,2 Left,3 Left,KF,
고려인삼차 3g*100T(Ginseng Tea 3g*100T),고려인삼차 3g*100T(Ginseng Tea 3g*100T),"Tea, Special",TRUE,8801956002054,300,shopify,23,deny,manual,17.50,19.50,TRUE,8801956002054,13.00,active,O,O,O,Expiration date: 02/05/2027,9 Left,7 Left,Out of stock,7 Left,CFC,
고창복분자 복분자주 375ml(GCB Black Raspberry Wine 375ml),고창복분자 복분자주 375ml(GCB Black Raspberry Wine 375ml),"Liquor, Special",TRUE,8809106481070,375,shopify,13,deny,manual,15.50,17.90,TRUE,8809106481070,11,active,O,O,,-,In stock,Out of stock,2 Left,Out of stock,유성,
골드키위 젤리 320G(TOP FRUIT FUZZY GOLD KIWI 320G),골드키위 젤리 320G(TOP FRUIT FUDGE GOLDEN KIWI 320G),Confectionaries,TRUE,4897099703396,320,shopify,26,deny,manual,7.99,7.99,TRUE,4897099703396,4.79,active,O,O,,-,5 Left,4 Left,8 Left,9 Left,,
광동 돼지감자차 500ML(KD Jerusalem Artichoke Tea 500ML),광동 돼지감자차 500ML(KD Jerusalem Artichoke Tea 500ML),Tea,TRUE,8806002017976,500,shopify,59,deny,manual,3.50,3.50,TRUE,8806002017976,2.13,active,O,O,O,-,In stock,In stock,In stock,In stock,CFC,
광동 밀싹보리차 1.5L(KD Barley Sprout Tea 1.5L),광동 밀싹보리차 1.5L(KD Barley Sprout Tea 1.5L),Tea,TRUE,8806002020181,1500,shopify,16,deny,manual,5.99,5.99,TRUE,8806002020181,3.50,active,O,O,O,-,7 Left,Out of stock,4 Left,5 Left,CFC,
광동 밀싹보리차 500ML(KD Barley Sprout Tea 500ML),광동 밀싹보리차 500ML(KD Barley Sprout Tea 500ML),Tea,TRUE,8806002020174,500,shopify,0,deny,manual,3.50,3.50,TRUE,8806002020174,2.00,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
광동 비타500 100ml(KD Vita 500 100ml)[SINGLE],광동 비타500 100ml(KD Vita 500 100ml)[SINGLE],"Energy Drinks, Health and Personal Care",TRUE,8806002001845,100,shopify,39,deny,manual,1.60,1.60,TRUE,8806002001845,0.84,active,O,O,O,-,In stock,5 Left,8 Left,9 Left,CFC,1.506276151
광동 비타500 100ml*10(KD Vita 500 100ml*10)[MULTI],광동 비타500 100ml*10(KD Vita 500 100ml*10)[MULTI],"Energy Drinks, Health and Personal Care",TRUE,8806002001852,1000,shopify,58,deny,manual,13.90,13.90,TRUE,8806002001852,8.40,active,O,O,O,-,In stock,In stock,In stock,In stock,CFC,
광동 생강쌍화 120ml(KD Ginger Herb Tonic Tea)[SINGLE],광동 생강쌍화 120ml(KD Ginger Herb Tonic Tea)[SINGLE],"Energy Drinks, Health and Personal Care",TRUE,8806002008677,120,shopify,0,deny,manual,2.50,2.50,TRUE,8806002008677,0,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,,
광동 생강쌍화 120ml*10(KD Ginger Herb Tonic Tea BOX)[MULTI],광동 생강쌍화 120ml*10(KD Ginger Herb Tonic Tea BOX)[MULTI],"Energy Drinks, Health and Personal Care",TRUE,8806002008684,1200,shopify,0,deny,manual,22.00,22.00,TRUE,8806002008684,13,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,KS,
광동 쌍화골드 100ml(KD Herb Tonic Tea 100ml)[SINGLE],광동 쌍화골드 100ml(KD Herb Tonic Tea 100ml)[SINGLE],"Energy Drinks, Health and Personal Care",TRUE,8806002000893,100,shopify,28,deny,manual,2.50,2.50,TRUE,8806002000893,1.28,active,O,O,,-,7 Left,In stock,5 Left,4 Left,,
광동 쌍화골드 100ml*10(KD Herb Tonic Tea 100ml*10)[MULTI],광동 쌍화골드 100ml*10(KD Herb Tonic Tea 100ml*10)[MULTI],"Energy Drinks, Health and Personal Care",TRUE,8806002000909,1000,shopify,41,deny,manual,22.00,22.00,TRUE,8806002000909,13.75,active,O,O,,-,In stock,In stock,7 Left,6 Left,KS,
광동 쌍화탕 100ml(KD SsangHwaTang 100ml)[SINGLE],광동 쌍화탕 100ml(KD SsangHwaTang 100ml)[SINGLE],"Energy Drinks, Health and Personal Care",TRUE,112005050,100,shopify,5,deny,manual,2.50,2.50,TRUE,112005050,0,active,O,O,,-,Out of stock,Out of stock,2 Left,3 Left,,
광동 쌍화탕 100ml*10(KD SsangHwaTang 100ml*10)[MULTI],광동 쌍화탕 100ml*10(KD SsangHwaTang 100ml*10)[MULTI],"Energy Drinks, Health and Personal Care",TRUE,18806418005212,1000,shopify,0,deny,manual,22.00,22.00,TRUE,18806418005212,13.75,active,O,O,,-,Out of stock,Out of stock,Out of stock,Out of stock,KS,
광동 옥수수 수염차 1.5L(KD Corn Silk Tea 1.5L),광동 옥수수 수염차 1.5L(KD Corn Silk Tea 1.5L),Tea,TRUE,8806002005805,1500,shopify,0,deny,manual,5.90,5.90,TRUE,8806002005805,3.58,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
광동 옥수수 수염차 500mL(KD Corn Silk Tea 500mL),광동 옥수수 수염차 500mL(KD Corn Silk Tea 500mL),Tea,TRUE,8806002006437,500,shopify,75,deny,manual,3.50,3.50,TRUE,8806002006437,2.15,active,O,O,O,-,In stock,In stock,In stock,8 Left,CFC,
광동 제주 삼다수 2L(KD Jeju Samdasu Water 2L),광동 제주 삼다수 2L(KD Jeju Samdasu Water 2L),Water,TRUE,8808244201045,2000,shopify,64,deny,manual,5.50,5.50,TRUE,8808244201045,3.17,active,O,O,O,-,In stock,In stock,In stock,In stock,,
광동 제주 삼다수 500ml(KD Jeju Samdasu Water 500ml),광동 제주 삼다수 500ml(KD Jeju Samdasu Water 500ml),Water,TRUE,8808244201014,500,shopify,123,deny,manual,1.90,1.90,TRUE,8808244201014,1.20,active,O,O,O,-,In stock,In stock,In stock,In stock,CFC,
광동 헛개나무차 1.5L(KD Raisin Tree Tea 1.5L),광동 헛개나무차 1.5L(KD Raisin Tree Tea 1.5L),Tea,TRUE,8806002009391,1500,shopify,13,deny,manual,5.90,5.90,TRUE,8806002009391,3.58,active,O,O,O,-,In stock,Out of stock,3 Left,Out of stock,CFC,
광동 헛개나무차 500ml(KD Raisin Tree Tea 500ml),광동 헛개나무차 500ml(KD Raisin Tree Tea 500ml),Tea,TRUE,8806002009957,500,shopify,121,deny,manual,3.50,3.50,TRUE,8806002009957,2.15,active,O,O,O,-,In stock,In stock,In stock,In stock,CFC,
광주요 화요 17 375ml(GJY HWAYO 17 375ml),광주요 화요 17 375ml(GJY HWAYO 17 375ml),Liquor,TRUE,8809158900321,375,shopify,2,deny,manual,35.90,35.90,TRUE,8809158900321,23.83,active,O,O,,-,1 Left,Out of stock,1 Left,Out of stock,유성,
국순당 딸기막걸리 750ml(KSD Rice Wine Strawberry 750ml),국순당 딸기막걸리 750ml(KSD Rice Wine Strawberry 750ml),"Liquor, New",TRUE,8802521212335,750,shopify,20,deny,manual,12.90,12.90,TRUE,8802521212335,7.15,active,O,O,,-,In stock,Out of stock,4 Left,Out of stock,유성,
국순당 명작 복분자 375ml(KSD Myungjak Korean Raspberry Wine 375ml),국순당 명작 복분자 375ml(KSD Myungjak Korean Raspberry Wine 375ml),"Liquor, New",TRUE,8809224170283,375,shopify,6,deny,manual,21.80,21.80,TRUE,8809224170283,14.12,active,O,O,O,-,4 Left,Out of stock,2 Left,Out of stock,유성,
국순당 바나나막걸리 750ml(KSD Rice Wine Banana 750ml),국순당 바나나막걸리 750ml(KSD Rice Wine Banana 750ml),"Liquor, New",TRUE,8802521894753,750,shopify,17,deny,manual,12.90,12.90,TRUE,8802521894753,7.33,active,O,O,,-,In stock,Out of stock,2 Left,Out of stock,유성,
국순당 바나나막걸리캔 350ml(KSD Rice Wine Banana Can 350ml),국순당 바나나막걸리캔 350ml(KSD Rice Wine Banana Can 350ml)[SINGLE],"Liquor, New",TRUE,8802521202350,350,shopify,12,deny,manual,10.50,10.50,TRUE,8802521202350,24.81,active,O,O,,-,7 Left,Out of stock,5 Left,Out of stock,유성,
국순당 바나나막걸리캔 350ml*6(KSD Rice Wine Banana Can 350ml*6),국순당 바나나막걸리캔 350ml*6(KSD Rice Wine Banana Can 350ml*6)[MULTI],"Liquor, New",TRUE,8802521203906,2100,shopify,8,deny,manual,38.00,38.00,TRUE,8802521203906,22.55,active,O,O,,-,5 Left,Out of stock,3 Left,Out of stock,유성,
국순당 복숭아막걸리캔 350ml(KSD Rice Wine Peach Can 350ml),국순당 복숭아막걸리캔 350ml(KSD Rice Wine Peach Can 350ml)[SINGLE],"Liquor, New",TRUE,8802521202343,350,shopify,9,deny,manual,10.50,10.50,TRUE,8802521202343,0,active,O,O,,-,7 Left,Out of stock,2 Left,Out of stock,,
국순당 복숭아막걸리캔 350ml*6(KSD Rice Wine Peach Can 350ml*6),국순당 복숭아막걸리캔 350ml*6(KSD Rice Wine Peach Can 350ml*6)[MULTI],"Liquor, New",TRUE,8802521203890,2100,shopify,6,deny,manual,38.00,38.00,TRUE,8802521203890,22,active,O,O,,-,3 Left,Out of stock,3 Left,Out of stock,유성,
국순당 쌀막걸리 750ml(KSD Rice Wine Original 750ml),국순당 쌀막걸리 750ml(KSD Rice Wine Original 750ml),"Liquor, Special",TRUE,8802521123266,750,shopify,7,deny,manual,7.99,9.00,TRUE,8802521123266,4.58,active,O,O,,Expiration date: 05/11/2025,Out of stock,Out of stock,7 Left,Out of stock,유성,
국순당 청포도막걸리 750ml(KSD Rice Wine White Grapes 750ml),국순당 청포도막걸리 750ml(KSD Rice Wine White Grapes 750ml),"Liquor, New",TRUE,8802521201551,750,shopify,12,deny,manual,12.90,12.90,TRUE,8802521201551,7.15,active,O,O,,-,In stock,Out of stock,2 Left,Out of stock,유성,
기린 미니 꿀호떡 400G(KR Mini Sweet Bun 400G),기린 미니 꿀호떡 400G(KR Mini Sweet Bun 400G),"Frozen Foods, Snacks, Bakery",TRUE,845502035019,400,shopify,0,deny,manual,7.90,7.90,TRUE,845502035019,5.30,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
기린 빅단팥빵 300G(KR Bread Red Bean 300G),기린 빅단팥빵 300G(KR Bread Red Bean 300G),"Frozen Foods, Snacks, Bakery",TRUE,845502035026,300,shopify,2,deny,manual,6.90,6.90,TRUE,845502035026,4.64,active,O,O,O,-,Out of stock,Out of stock,2 Left,Out of stock,CFC,
기린 정통만쥬 300G(KR Bread Chestnut 300G),기린 정통만쥬 300G(KR Bread Chestnut 300G),"Frozen Foods, Snacks, Bakery",TRUE,845502035033,300,shopify,0,deny,manual,6.90,6.90,TRUE,845502035033,4.88,active,O,O,O,-,Out of stock,Out of stock,Out of stock,Out of stock,CFC,
김발(Bamboo Mat),김발(Bamboo Mat),Kitchen and Dining,TRUE,8809105110209,10,shopify,65,deny,manual,2.90,2.90,TRUE,8809105110209,1.80,active,O,O,,-,In stock,In stock,In stock,In stock,CFC,
김지순 홍어 190g(KJS Fermented Skate 190g),김지순 홍어 190g(KJS Fermented Skate 190g),"Seafood, New",TRUE,8809311421908,190,shopify,24,deny,manual,27.00,27.00,TRUE,8809311421908,24.00,active,O,O,O,-,8 Left,6 Left,5 Left,5 Left,CFC,
